# z N(z)
1.157894736842105132e+01 -3.059592038027556665e-03
1.165413533834586346e+01 -2.946705010577419567e-03
1.172932330827067560e+01 -2.837983074535788217e-03
1.180451127819548773e+01 -2.733272554254744229e-03
1.187969924812029987e+01 -2.632425444118918594e-03
1.195488721804511201e+01 -2.535299199343375980e-03
1.203007518796992414e+01 -2.441756534490245687e-03
1.210526315789473628e+01 -2.351665229419301010e-03
1.218045112781954842e+01 -2.264897942398202101e-03
1.225563909774436055e+01 -2.181332030108256402e-03
1.233082706766917269e+01 -2.100849374291249589e-03
1.240601503759398483e+01 -2.023336214792338141e-03
1.248120300751879697e+01 -1.948682988763014148e-03
1.255639097744360910e+01 -1.876784175796844360e-03
1.263157894736842124e+01 -1.807538148779105599e-03
1.270676691729323160e+01 -1.740847030239482587e-03
1.278195488721804374e+01 -1.676616554004787272e-03
1.285714285714285587e+01 -1.614755931956166155e-03
1.293233082706766801e+01 -1.555177725702435029e-03
1.300751879699248015e+01 -1.497797722988172733e-03
1.308270676691729228e+01 -1.442534818661874926e-03
1.315789473684210442e+01 -1.389310900035913140e-03
1.323308270676691656e+01 -1.338050736476275281e-03
1.330827067669172870e+01 -1.288681873066003245e-03
1.338345864661654083e+01 -1.241134528192040960e-03
1.345864661654135297e+01 -1.195341494910728006e-03
1.353383458646616511e+01 -1.151238045952518224e-03
1.360902255639097724e+01 -1.108761842231659840e-03
1.368421052631578938e+01 -1.067852844731506309e-03
1.375939849624060152e+01 -1.028453229640916228e-03
1.383458646616541188e+01 -9.905073066217935564e-04
1.390977443609022401e+01 -9.539614400922286335e-04
1.398496240601503615e+01 -9.187639734139924899e-04
1.406015037593984829e+01 -8.848651558772130258e-04
1.413533834586466043e+01 -8.522170723790289341e-04
1.421052631578947256e+01 -8.207735756968330973e-04
1.428571428571428470e+01 -7.904902212603633592e-04
1.436090225563909684e+01 -7.613242043304510685e-04
1.443609022556390897e+01 -7.332342994956285269e-04
1.451127819548872111e+01 -7.061808024010747748e-04
1.458646616541353325e+01 -6.801254736275350434e-04
1.466165413533834538e+01 -6.550314846408909330e-04
1.473684210526315752e+01 -6.308633657359768304e-04
1.481203007518796966e+01 -6.075869559010703413e-04
1.488721804511278179e+01 -5.851693545321822246e-04
1.496240601503759393e+01 -5.635788749289049509e-04
1.503759398496240607e+01 -5.427849995060786371e-04
1.511278195488721643e+01 -5.227583366579736457e-04
1.518796992481202857e+01 -5.034705792140141021e-04
1.526315789473684070e+01 -4.848944644273248681e-04
1.533834586466165284e+01 -4.670037354395426671e-04
1.541353383458646498e+01 -4.497731041674251653e-04
1.548872180451127711e+01 -4.331782155587977998e-04
1.556390977443608925e+01 -4.171956131673178973e-04
1.563909774436090139e+01 -4.018027059973928029e-04
1.571428571428571352e+01 -3.869777365723920466e-04
1.578947368421052566e+01 -3.726997501810151714e-04
1.586466165413533780e+01 -3.589485652583494519e-04
1.593984962406014994e+01 -3.457047448597493013e-04
1.601503759398496030e+01 -3.329495691872168630e-04
1.609022556390977243e+01 -3.206650091294501598e-04
1.616541353383458457e+01 -3.088337007781622812e-04
1.624060150375939671e+01 -2.974389208846434638e-04
1.631578947368420884e+01 -2.864645632218823274e-04
1.639097744360902098e+01 -2.758951158188295300e-04
1.646616541353383312e+01 -2.657156390346275413e-04
1.654135338345864525e+01 -2.559117444418141795e-04
1.661654135338345739e+01 -2.464695744886523160e-04
1.669172932330826953e+01 -2.373757829118382885e-04
1.676691729323308166e+01 -2.286175158719032971e-04
1.684210526315789380e+01 -2.201823937846439448e-04
1.691729323308270594e+01 -2.120584938228991796e-04
1.699248120300751808e+01 -2.042343330639426332e-04
1.706766917293233021e+01 -1.966988522586675349e-04
1.714285714285714235e+01 -1.894414001996241903e-04
1.721804511278195449e+01 -1.824517186658130359e-04
1.729323308270676662e+01 -1.757199279229545823e-04
1.736842105263157876e+01 -1.692365127587400534e-04
1.744360902255639090e+01 -1.629923090333245794e-04
1.751879699248120303e+01 -1.569784907260525942e-04
1.759398496240601517e+01 -1.511865574601051621e-04
1.766917293233082731e+01 -1.456083224874372593e-04
1.774436090225563945e+01 -1.402359011170207928e-04
1.781954887218045158e+01 -1.350616995700376004e-04
1.789473684210526372e+01 -1.300784042462691599e-04
1.796992481203007586e+01 -1.252789713865116626e-04
1.804511278195488444e+01 -1.206566171164046540e-04
1.812030075187969658e+01 -1.162048078575988379e-04
1.819548872180450871e+01 -1.119172510927133322e-04
1.827067669172932085e+01 -1.077878864710238549e-04
1.834586466165413299e+01 -1.038108772423139436e-04
1.842105263157894512e+01 -9.998060200677924005e-05
1.849624060150375726e+01 -9.629164676932408192e-05
1.857142857142856940e+01 -9.273879728701916634e-05
1.864661654135338154e+01 -8.931703169890412052e-05
1.872180451127819367e+01 -8.602151342771661036e-05
1.879699248120300581e+01 -8.284758434351537624e-05
1.887218045112781795e+01 -7.979075817953382404e-05
1.894736842105263008e+01 -7.684671419095794921e-05
1.902255639097744222e+01 -7.401129104766510135e-05
1.909774436090225436e+01 -7.128048095229134800e-05
1.917293233082706649e+01 -6.865042397531353124e-05
1.924812030075187863e+01 -6.611740259913843876e-05
1.932330827067669077e+01 -6.367783646348790477e-05
1.939849624060150290e+01 -6.132827730465189025e-05
1.947368421052631504e+01 -5.906540408145693214e-05
1.954887218045112718e+01 -5.688601828106012770e-05
1.962406015037593932e+01 -5.478703939793399402e-05
1.969924812030075145e+01 -5.276550057965135264e-05
1.977443609022556359e+01 -5.081854443331617905e-05
1.984962406015037573e+01 -4.894341898671246031e-05
1.992481203007518786e+01 -4.713747379846262121e-05
2.000000000000000000e+01 -4.539815621169711638e-05
2.007518796992481214e+01 -4.372300774593985008e-05
2.015037593984962427e+01 -4.210966062210956019e-05
2.022556390977443641e+01 -4.055583441572524966e-05
2.030075187969924855e+01 -3.905933283358510127e-05
2.037593984962406068e+01 -3.761804060936274006e-05
2.045112781954887282e+01 -3.622992051373296848e-05
2.052631578947368141e+01 -3.489301047480081544e-05
2.060150375939849354e+01 -3.360542080476326205e-05
2.067669172932330568e+01 -3.236533152888484955e-05
2.075187969924811782e+01 -3.117098981301007335e-05
2.082706766917292995e+01 -3.002070748597766695e-05
2.090225563909774209e+01 -2.891285865343427763e-05
2.097744360902255423e+01 -2.784587739967481118e-05
2.105263157894736636e+01 -2.681825557426102712e-05
2.112781954887217850e+01 -2.582854066028984771e-05
2.120300751879699064e+01 -2.487533372129827113e-05
2.127819548872180277e+01 -2.395728742390277783e-05
2.135338345864661491e+01 -2.307310413337842792e-05
2.142857142857142705e+01 -2.222153407948567030e-05
2.150375939849623919e+01 -2.140137358995243476e-05
2.157894736842105132e+01 -2.061146338911447397e-05
2.165413533834586346e+01 -1.985068695930908335e-05
2.172932330827067560e+01 -1.911796896270632598e-05
2.180451127819548773e+01 -1.841227372134674538e-05
2.187969924812029987e+01 -1.773260375323729439e-05
2.195488721804511201e+01 -1.707799836243637485e-05
2.203007518796992414e+01 -1.644753228113488594e-05
2.210526315789473628e+01 -1.584031436181411099e-05
2.218045112781954842e+01 -1.525548631763169696e-05
2.225563909774436055e+01 -1.469222150925539707e-05
2.233082706766917269e+01 -1.414972377642971938e-05
2.240601503759398483e+01 -1.362722631262397391e-05
2.248120300751879697e+01 -1.312399058117105965e-05
2.255639097744360910e+01 -1.263930527136493780e-05
2.263157894736842124e+01 -1.217248529304136130e-05
2.270676691729323338e+01 -1.172287080822060551e-05
2.278195488721804551e+01 -1.128982629844352021e-05
2.285714285714285410e+01 -1.087273966648265356e-05
2.293233082706766623e+01 -1.047102137115852721e-05
2.300751879699247837e+01 -1.008410359403854493e-05
2.308270676691729051e+01 -9.711439436840215396e-06
2.315789473684210265e+01 -9.352502148404593320e-06
2.323308270676691478e+01 -9.006784380147110546e-06
2.330827067669172692e+01 -8.673797468933462066e-06
2.338345864661653906e+01 -8.353070746366892413e-06
2.345864661654135119e+01 -8.044150873510575348e-06
2.353383458646616333e+01 -7.746601200104731165e-06
2.360902255639097547e+01 -7.460001147372779805e-06
2.368421052631578760e+01 -7.183945613544086662e-06
2.375939849624059974e+01 -6.918044401253091860e-06
2.383458646616541188e+01 -6.661921666005399983e-06
2.390977443609022401e+01 -6.415215384931306703e-06
2.398496240601503615e+01 -6.177576845075820158e-06
2.406015037593984829e+01 -5.948670150501910893e-06
2.413533834586466043e+01 -5.728171747510277805e-06
2.421052631578947256e+01 -5.515769967304554710e-06
2.428571428571428470e+01 -5.311164585455522285e-06
2.436090225563909684e+01 -5.114066397541624902e-06
2.443609022556390897e+01 -4.924196810365997302e-06
2.451127819548872111e+01 -4.741287448172181497e-06
2.458646616541353325e+01 -4.565079773301917194e-06
2.466165413533834538e+01 -4.395324720758855093e-06
2.473684210526315752e+01 -4.231782346161602021e-06
2.481203007518796966e+01 -4.074221486588551639e-06
2.488721804511278179e+01 -3.922419433835058868e-06
2.496240601503759393e+01 -3.776161619621148480e-06
2.503759398496240607e+01 -3.635241312304792399e-06
2.511278195488721821e+01 -3.499459324672073587e-06
2.518796992481203034e+01 -3.368623732391209297e-06
2.526315789473684248e+01 -3.242549602732462020e-06
2.533834586466165106e+01 -3.121058733170512583e-06
2.541353383458646320e+01 -3.003979399499766247e-06
2.548872180451127534e+01 -2.891146113106665621e-06
2.556390977443608747e+01 -2.782399387055780329e-06
2.563909774436089961e+01 -2.677585510659154847e-06
2.571428571428571175e+01 -2.576556332210222162e-06
2.578947368421052388e+01 -2.479169049575188075e-06
2.586466165413533602e+01 -2.385286008345912074e-06
2.593984962406014816e+01 -2.294774507268952010e-06
2.601503759398496030e+01 -2.207506610675770598e-06
2.609022556390977243e+01 -2.123358967648976515e-06
2.616541353383458457e+01 -2.042212637668985038e-06
2.624060150375939671e+01 -1.963952922494672183e-06
2.631578947368420884e+01 -1.888469204040366089e-06
2.639097744360902098e+01 -1.815654788020047298e-06
2.646616541353383312e+01 -1.745406753137727859e-06
2.654135338345864525e+01 -1.677625805610859777e-06
2.661654135338345739e+01 -1.612216138821138819e-06
2.669172932330826953e+01 -1.549085297894323905e-06
2.676691729323308166e+01 -1.488144049017660009e-06
2.684210526315789380e+01 -1.429306253310191875e-06
2.691729323308270594e+01 -1.372488745067677221e-06
2.699248120300751808e+01 -1.317611214210014739e-06
2.706766917293233021e+01 -1.264596092765020616e-06
2.714285714285714235e+01 -1.213368445228103527e-06
2.721804511278195449e+01 -1.163855862642862609e-06
2.729323308270676662e+01 -1.115988360252901919e-06
2.736842105263157876e+01 -1.069698278580181785e-06
2.744360902255639090e+01 -1.024920187790096225e-06
2.751879699248120303e+01 -9.815907952080925055e-07
2.759398496240601517e+01 -9.396488558571088829e-07
2.766917293233082376e+01 -8.990350858893855415e-07
2.774436090225563589e+01 -8.596920787902680397e-07
2.781954887218044803e+01 -8.215642242355948317e-07
2.789473684210526017e+01 -7.845976294879318997e-07
2.796992481203007230e+01 -7.487400432205829605e-07
2.804511278195488444e+01 -7.139407816616888770e-07
2.812030075187969658e+01 -6.801506569540258177e-07
2.819548872180450871e+01 -6.473219076292395854e-07
2.827067669172932085e+01 -6.154081310982436717e-07
2.834586466165413299e+01 -5.843642180623586458e-07
2.842105263157894512e+01 -5.541462887524837451e-07
2.849624060150375726e+01 -5.247116309061769979e-07
2.857142857142856940e+01 -4.960186393949752255e-07
2.864661654135338154e+01 -4.680267574166199095e-07
2.872180451127819367e+01 -4.406964191690653962e-07
2.879699248120300581e+01 -4.139889939252391452e-07
2.887218045112781795e+01 -3.878667314295076884e-07
2.894736842105263008e+01 -3.622927085386648058e-07
2.902255639097744222e+01 -3.372307770320230557e-07
2.909774436090225436e+01 -3.126455125168369612e-07
2.917293233082706649e+01 -2.885021643568399302e-07
2.924812030075187863e+01 -2.647666065531169395e-07
2.932330827067669077e+01 -2.414052895078869898e-07
2.939849624060150290e+01 -2.183851926030130665e-07
2.947368421052631504e+01 -1.956737775262117482e-07
2.954887218045112718e+01 -1.732389422789891030e-07
2.962406015037593932e+01 -1.510489758012954512e-07
2.969924812030075145e+01 -1.290725131487607576e-07
2.977443609022556359e+01 -1.072784911591564821e-07
2.984962406015037573e+01 -8.563610454541798130e-08
2.992481203007518786e+01 -6.411476235316713054e-08
3.000000000000000000e+01 -4.268404472118844938e-08
