# z N(z)
2.345864661654135119e+01 -2.259082520693067933e-02
2.353383458646616333e+01 -2.227846014803730457e-02
2.360902255639097547e+01 -2.196924375816636243e-02
2.368421052631578760e+01 -2.166313233501253668e-02
2.375939849624059974e+01 -2.136008261510298836e-02
2.383458646616541188e+01 -2.106005176768283374e-02
2.390977443609022401e+01 -2.076299738866181632e-02
2.398496240601503615e+01 -2.046887749462121889e-02
2.406015037593984829e+01 -2.017765051688018285e-02
2.413533834586466043e+01 -1.988927529562080007e-02
2.421052631578947256e+01 -1.960371107407084257e-02
2.428571428571428470e+01 -1.932091749274349179e-02
2.436090225563909684e+01 -1.904085458373329376e-02
2.443609022556390897e+01 -1.876348276506731305e-02
2.451127819548872111e+01 -1.848876283511102434e-02
2.458646616541353325e+01 -1.821665596702775822e-02
2.466165413533834538e+01 -1.794712370329123660e-02
2.473684210526315752e+01 -1.768012795025029546e-02
2.481203007518796966e+01 -1.741563097274502481e-02
2.488721804511278179e+01 -1.715359538877348974e-02
2.496240601503759393e+01 -1.689398416420856072e-02
2.503759398496240607e+01 -1.663676060756368383e-02
2.511278195488721821e+01 -1.638188836480723720e-02
2.518796992481203034e+01 -1.612933141422451949e-02
2.526315789473684248e+01 -1.587905406132672503e-02
2.533834586466165106e+01 -1.563102093380611124e-02
2.541353383458646320e+01 -1.538519697653677534e-02
2.548872180451127534e+01 -1.514154744662026680e-02
2.556390977443608747e+01 -1.490003790847518189e-02
2.563909774436089961e+01 -1.466063422897042126e-02
2.571428571428571175e+01 -1.442330257260098468e-02
2.578947368421052388e+01 -1.418800939670596985e-02
2.586466165413533602e+01 -1.395472144672785762e-02
2.593984962406014816e+01 -1.372340575151263786e-02
2.601503759398496030e+01 -1.349402961864978358e-02
2.609022556390977243e+01 -1.326656062985191384e-02
2.616541353383458457e+01 -1.304096663637293631e-02
2.624060150375939671e+01 -1.281721575446441615e-02
2.631578947368420884e+01 -1.259527636086938025e-02
2.639097744360902098e+01 -1.237511708835285426e-02
2.646616541353383312e+01 -1.215670682126876803e-02
2.654135338345864525e+01 -1.194001469116223214e-02
2.661654135338345739e+01 -1.172501007240683325e-02
2.669172932330826953e+01 -1.151166257787625095e-02
2.676691729323308166e+01 -1.129994205464958379e-02
2.684210526315789380e+01 -1.108981857974969745e-02
2.691729323308270594e+01 -1.088126245591423090e-02
2.699248120300751808e+01 -1.067424420739834963e-02
2.706766917293233021e+01 -1.046873457580889573e-02
2.714285714285714235e+01 -1.026470451596920956e-02
2.721804511278195449e+01 -1.006212519181408360e-02
2.729323308270676662e+01 -9.860967972314350558e-03
2.736842105263157876e+01 -9.661204427430342481e-03
2.744360902255639090e+01 -9.462806324093823648e-03
2.751879699248120303e+01 -9.265745622217739716e-03
2.759398496240601517e+01 -9.069994470733247147e-03
2.766917293233082376e+01 -8.875525203653408801e-03
2.774436090225563589e+01 -8.682310336163189673e-03
2.781954887218044803e+01 -8.490322560734847243e-03
2.789473684210526017e+01 -8.299534743268591544e-03
2.796992481203007230e+01 -8.109919919257592077e-03
2.804511278195488444e+01 -7.921451289977050544e-03
2.812030075187969658e+01 -7.734102218696649843e-03
2.819548872180450871e+01 -7.547846226915956060e-03
2.827067669172932085e+01 -7.362656990622071761e-03
2.834586466165413299e+01 -7.178508336569299451e-03
2.842105263157894512e+01 -6.995374238579941777e-03
2.849624060150375726e+01 -6.813228813865988658e-03
2.857142857142856940e+01 -6.632046319371036509e-03
2.864661654135338154e+01 -6.451801148131920856e-03
2.872180451127819367e+01 -6.272467825659693713e-03
2.879699248120300581e+01 -6.094021006339198944e-03
2.887218045112781795e+01 -5.916435469846933332e-03
2.894736842105263008e+01 -5.739686117586584486e-03
2.902255639097744222e+01 -5.563747969141818843e-03
2.909774436090225436e+01 -5.388596158745662286e-03
2.917293233082706649e+01 -5.214205931766260037e-03
2.924812030075187863e+01 -5.040552641208178794e-03
2.932330827067669077e+01 -4.867611744229006533e-03
2.939849624060150290e+01 -4.695358798670660160e-03
2.947368421052631504e+01 -4.523769459604871056e-03
2.954887218045112718e+01 -4.352819475892524999e-03
2.962406015037593932e+01 -4.182484686756153015e-03
2.969924812030075145e+01 -4.012741018365225364e-03
2.977443609022556359e+01 -3.843564480433749476e-03
2.984962406015037573e+01 -3.674931162829677030e-03
2.992481203007518786e+01 -3.506817232195568075e-03
3.000000000000000000e+01 -3.339198928580249838e-03
