# z N(z)
9.473684210526315042e+00 -6.156608515238343182e-01
9.548872180451127178e+00 -6.132641881324351063e-01
9.624060150375939315e+00 -6.108761920612688634e-01
9.699248120300751452e+00 -6.084968295605633903e-01
9.774436090225563589e+00 -6.061260670025656605e-01
9.849624060150375726e+00 -6.037638708810663113e-01
9.924812030075187863e+00 -6.014102078109259120e-01
1.000000000000000000e+01 -5.990650445276042291e-01
1.007518796992481214e+01 -5.967283478866881596e-01
1.015037593984962427e+01 -5.944000848634257705e-01
1.022556390977443641e+01 -5.920802225522574513e-01
1.030075187969924677e+01 -5.897687281663516190e-01
1.037593984962405891e+01 -5.874655690371418659e-01
1.045112781954887105e+01 -5.851707126138639969e-01
1.052631578947368318e+01 -5.828841264630969521e-01
1.060150375939849532e+01 -5.806057782683051727e-01
1.067669172932330746e+01 -5.783356358293796351e-01
1.075187969924811959e+01 -5.760736670621848798e-01
1.082706766917293173e+01 -5.738198399981040421e-01
1.090225563909774387e+01 -5.715741227835881011e-01
1.097744360902255600e+01 -5.693364836797052408e-01
1.105263157894736814e+01 -5.671068910616925418e-01
1.112781954887218028e+01 -5.648853134185085612e-01
1.120300751879699241e+01 -5.626717193523880223e-01
1.127819548872180455e+01 -5.604660775783989468e-01
1.135338345864661669e+01 -5.582683569239992316e-01
1.142857142857142705e+01 -5.560785263285972224e-01
1.150375939849623919e+01 -5.538965548431115105e-01
1.157894736842105132e+01 -5.517224116295350589e-01
1.165413533834586346e+01 -5.495560659604979969e-01
1.172932330827067560e+01 -5.473974872188336338e-01
1.180451127819548773e+01 -5.452466448971468038e-01
1.187969924812029987e+01 -5.431035085973813237e-01
1.195488721804511201e+01 -5.409680480303910022e-01
1.203007518796992414e+01 -5.388402330155116493e-01
1.210526315789473628e+01 -5.367200334801341954e-01
1.218045112781954842e+01 -5.346074194592798090e-01
1.225563909774436055e+01 -5.325023610951769015e-01
1.233082706766917269e+01 -5.304048286368382437e-01
1.240601503759398483e+01 -5.283147924396410788e-01
1.248120300751879697e+01 -5.262322229649079031e-01
1.255639097744360910e+01 -5.241570907794890211e-01
1.263157894736842124e+01 -5.220893665553474339e-01
1.270676691729323160e+01 -5.200290210691422832e-01
1.278195488721804374e+01 -5.179760252018182909e-01
1.285714285714285587e+01 -5.159303499381920899e-01
1.293233082706766801e+01 -5.138919663665436621e-01
1.300751879699248015e+01 -5.118608456782069993e-01
1.308270676691729228e+01 -5.098369591671630952e-01
1.315789473684210442e+01 -5.078202782296340478e-01
1.323308270676691656e+01 -5.058107743636797160e-01
1.330827067669172870e+01 -5.038084191687931535e-01
1.338345864661654083e+01 -5.018131843455010399e-01
1.345864661654135297e+01 -4.998250416949627239e-01
1.353383458646616511e+01 -4.978439631185715419e-01
1.360902255639097724e+01 -4.958699206175585794e-01
1.368421052631578938e+01 -4.939028862925963215e-01
1.375939849624060152e+01 -4.919428323434040240e-01
1.383458646616541188e+01 -4.899897310683556384e-01
1.390977443609022401e+01 -4.880435548640880139e-01
1.398496240601503615e+01 -4.861042762251104321e-01
1.406015037593984829e+01 -4.841718677434161955e-01
1.413533834586466043e+01 -4.822463021080951040e-01
1.421052631578947256e+01 -4.803275521049475971e-01
1.428571428571428470e+01 -4.784155906161001726e-01
1.436090225563909684e+01 -4.765103906196218042e-01
1.443609022556390897e+01 -4.746119251891428026e-01
1.451127819548872111e+01 -4.727201674934729536e-01
1.458646616541353325e+01 -4.708350907962235432e-01
1.466165413533834538e+01 -4.689566684554291598e-01
1.473684210526315752e+01 -4.670848739231706626e-01
1.481203007518796966e+01 -4.652196807452007588e-01
1.488721804511278179e+01 -4.633610625605694699e-01
1.496240601503759393e+01 -4.615089931012516522e-01
1.503759398496240607e+01 -4.596634461917761261e-01
1.511278195488721643e+01 -4.578243957488556393e-01
1.518796992481202857e+01 -4.559918157810179395e-01
1.526315789473684070e+01 -4.541656803882386240e-01
1.533834586466165284e+01 -4.523459637615749318e-01
1.541353383458646498e+01 -4.505326401828013694e-01
1.548872180451127711e+01 -4.487256840240460010e-01
1.556390977443608925e+01 -4.469250697474279610e-01
1.563909774436090139e+01 -4.451307719046970757e-01
1.571428571428571352e+01 -4.433427651368738176e-01
1.578947368421052566e+01 -4.415610241738908148e-01
1.586466165413533780e+01 -4.397855238342363582e-01
1.593984962406014994e+01 -4.380162390245975756e-01
1.601503759398496030e+01 -4.362531447395066042e-01
1.609022556390977243e+01 -4.344962160609867619e-01
1.616541353383458457e+01 -4.327454281582001627e-01
1.624060150375939671e+01 -4.310007562870975528e-01
1.631578947368420884e+01 -4.292621757900677015e-01
1.639097744360902098e+01 -4.275296620955897908e-01
1.646616541353383312e+01 -4.258031907178853048e-01
1.654135338345864525e+01 -4.240827372565724174e-01
1.661654135338345739e+01 -4.223682773963213788e-01
1.669172932330826953e+01 -4.206597869065102357e-01
1.676691729323308166e+01 -4.189572416408826050e-01
1.684210526315789380e+01 -4.172606175372070569e-01
1.691729323308270594e+01 -4.155698906169359996e-01
1.699248120300751808e+01 -4.138850369848673383e-01
1.706766917293233021e+01 -4.122060328288069675e-01
1.714285714285714235e+01 -4.105328544192319296e-01
1.721804511278195449e+01 -4.088654781089548496e-01
1.729323308270676662e+01 -4.072038803327900913e-01
1.736842105263157876e+01 -4.055480376072205795e-01
1.744360902255639090e+01 -4.038979265300659538e-01
1.751879699248120303e+01 -4.022535237801517227e-01
1.759398496240601517e+01 -4.006148061169798047e-01
1.766917293233082731e+01 -3.989817503803999577e-01
1.774436090225563945e+01 -3.973543334902822632e-01
1.781954887218045158e+01 -3.957325324461914984e-01
1.789473684210526372e+01 -3.941163243270614513e-01
1.796992481203007586e+01 -3.925056862908715138e-01
1.804511278195488444e+01 -3.909005955743231620e-01
1.812030075187969658e+01 -3.893010294925190462e-01
1.819548872180450871e+01 -3.877069654386417485e-01
1.827067669172932085e+01 -3.861183808836347597e-01
1.834586466165413299e+01 -3.845352533758836233e-01
1.842105263157894512e+01 -3.829575605408988004e-01
1.849624060150375726e+01 -3.813852800810000887e-01
1.857142857142856940e+01 -3.798183897749999316e-01
1.864661654135338154e+01 -3.782568674778911122e-01
1.872180451127819367e+01 -3.767006911205325048e-01
1.879699248120300581e+01 -3.751498387093379350e-01
1.887218045112781795e+01 -3.736042883259650393e-01
1.894736842105263008e+01 -3.720640181270053470e-01
1.902255639097744222e+01 -3.705290063436758041e-01
1.909774436090225436e+01 -3.689992312815110198e-01
1.917293233082706649e+01 -3.674746713200568449e-01
1.924812030075187863e+01 -3.659553049125643387e-01
1.932330827067669077e+01 -3.644411105856857347e-01
1.939849624060150290e+01 -3.629320669391707388e-01
1.947368421052631504e+01 -3.614281526455641602e-01
1.954887218045112718e+01 -3.599293464499042638e-01
1.962406015037593932e+01 -3.584356271694228990e-01
1.969924812030075145e+01 -3.569469736932451287e-01
1.977443609022556359e+01 -3.554633649820921892e-01
1.984962406015037573e+01 -3.539847800679829515e-01
1.992481203007518786e+01 -3.525111980539384349e-01
2.000000000000000000e+01 -3.510425981136860440e-01
2.007518796992481214e+01 -3.495789594913649712e-01
2.015037593984962427e+01 -3.481202615012336521e-01
2.022556390977443641e+01 -3.466664835273765011e-01
2.030075187969924855e+01 -3.452176050234132543e-01
2.037593984962406068e+01 -3.437736055122083134e-01
2.045112781954887282e+01 -3.423344645855813662e-01
2.052631578947368141e+01 -3.409001619040187836e-01
2.060150375939849354e+01 -3.394706771963862391e-01
2.067669172932330568e+01 -3.380459902596426591e-01
2.075187969924811782e+01 -3.366260809585538416e-01
2.082706766917292995e+01 -3.352109292254086270e-01
2.090225563909774209e+01 -3.338005150597352366e-01
2.097744360902255423e+01 -3.323948185280177214e-01
2.105263157894736636e+01 -3.309938197634155754e-01
2.112781954887217850e+01 -3.295974989654819054e-01
2.120300751879699064e+01 -3.282058363998838768e-01
2.127819548872180277e+01 -3.268188123981243809e-01
2.135338345864661491e+01 -3.254364073572629246e-01
2.142857142857142705e+01 -3.240586017396397955e-01
2.150375939849623919e+01 -3.226853760725989506e-01
2.157894736842105132e+01 -3.213167109482133466e-01
2.165413533834586346e+01 -3.199525870230106595e-01
2.172932330827067560e+01 -3.185929850176993927e-01
2.180451127819548773e+01 -3.172378857168974275e-01
2.187969924812029987e+01 -3.158872699688589636e-01
2.195488721804511201e+01 -3.145411186852052343e-01
2.203007518796992414e+01 -3.131994128406540567e-01
2.210526315789473628e+01 -3.118621334727511019e-01
2.218045112781954842e+01 -3.105292616816015538e-01
2.225563909774436055e+01 -3.092007786296036009e-01
2.233082706766917269e+01 -3.078766655411817599e-01
2.240601503759398483e+01 -3.065569037025216992e-01
2.248120300751879697e+01 -3.052414744613056730e-01
2.255639097744360910e+01 -3.039303592264491205e-01
2.263157894736842124e+01 -3.026235394678373769e-01
2.270676691729323338e+01 -3.013209967160643266e-01
2.278195488721804551e+01 -3.000227125621714452e-01
2.285714285714285410e+01 -2.987286686573869532e-01
2.293233082706766623e+01 -2.974388467128670777e-01
2.300751879699247837e+01 -2.961532284994374820e-01
2.308270676691729051e+01 -2.948717958473354717e-01
2.315789473684210265e+01 -2.935945306459534776e-01
2.323308270676691478e+01 -2.923214148435823723e-01
2.330827067669172692e+01 -2.910524304471576174e-01
2.338345864661653906e+01 -2.897875595220035239e-01
2.345864661654135119e+01 -2.885267841915809539e-01
2.353383458646616333e+01 -2.872700866372340234e-01
2.360902255639097547e+01 -2.860174490979384143e-01
2.368421052631578760e+01 -2.847688538700504091e-01
2.375939849624059974e+01 -2.835242833070565904e-01
2.383458646616541188e+01 -2.822837198193247077e-01
2.390977443609022401e+01 -2.810471458738547645e-01
2.398496240601503615e+01 -2.798145439940312174e-01
2.406015037593984829e+01 -2.785858967593762281e-01
2.413533834586466043e+01 -2.773611868053032503e-01
2.421052631578947256e+01 -2.761403968228719474e-01
2.428571428571428470e+01 -2.749235095585428890e-01
2.436090225563909684e+01 -2.737105078139344672e-01
2.443609022556390897e+01 -2.725013744455794251e-01
2.451127819548872111e+01 -2.712960923646823841e-01
2.458646616541353325e+01 -2.700946445368789806e-01
2.466165413533834538e+01 -2.688970139819942817e-01
2.473684210526315752e+01 -2.677031837738035880e-01
2.481203007518796966e+01 -2.665131370397926247e-01
2.488721804511278179e+01 -2.653268569609193994e-01
2.496240601503759393e+01 -2.641443267713764476e-01
2.503759398496240607e+01 -2.629655297583537998e-01
2.511278195488721821e+01 -2.617904492618028378e-01
2.518796992481203034e+01 -2.606190686742007045e-01
2.526315789473684248e+01 -2.594513714403158255e-01
2.533834586466165106e+01 -2.582873410569739292e-01
2.541353383458646320e+01 -2.571269610728243449e-01
2.548872180451127534e+01 -2.559702150881080773e-01
2.556390977443608747e+01 -2.548170867544258256e-01
2.563909774436089961e+01 -2.536675597745067234e-01
2.571428571428571175e+01 -2.525216179019783014e-01
2.578947368421052388e+01 -2.513792449411366148e-01
2.586466165413533602e+01 -2.502404247467176490e-01
2.593984962406014816e+01 -2.491051412236688911e-01
2.601503759398496030e+01 -2.479733783269219283e-01
2.609022556390977243e+01 -2.468451200611656571e-01
2.616541353383458457e+01 -2.457203504806203531e-01
2.624060150375939671e+01 -2.445990536888121292e-01
2.631578947368420884e+01 -2.434812138383482261e-01
2.639097744360902098e+01 -2.423668151306935248e-01
2.646616541353383312e+01 -2.412558418159465590e-01
2.654135338345864525e+01 -2.401482781926172760e-01
2.661654135338345739e+01 -2.390441086074053811e-01
2.669172932330826953e+01 -2.379433174549785979e-01
2.676691729323308166e+01 -2.368458891777524555e-01
2.684210526315789380e+01 -2.357518082656702707e-01
2.691729323308270594e+01 -2.346610592559838504e-01
2.699248120300751808e+01 -2.335736267330354443e-01
2.706766917293233021e+01 -2.324894953280392529e-01
2.714285714285714235e+01 -2.314086497188645730e-01
2.721804511278195449e+01 -2.303310746298190270e-01
2.729323308270676662e+01 -2.292567548314330128e-01
2.736842105263157876e+01 -2.281856751402441541e-01
2.744360902255639090e+01 -2.271178204185827221e-01
2.751879699248120303e+01 -2.260531755743580007e-01
2.759398496240601517e+01 -2.249917255608445965e-01
2.766917293233082376e+01 -2.239334553764700531e-01
2.774436090225563589e+01 -2.228783500646026317e-01
2.781954887218044803e+01 -2.218263947133400638e-01
2.789473684210526017e+01 -2.207775744552989416e-01
2.796992481203007230e+01 -2.197318744674041091e-01
2.804511278195488444e+01 -2.186892799706798285e-01
2.812030075187969658e+01 -2.176497762300403094e-01
2.819548872180450871e+01 -2.166133485540817083e-01
2.827067669172932085e+01 -2.155799822948747668e-01
2.834586466165413299e+01 -2.145496628477570611e-01
2.842105263157894512e+01 -2.135223756511275273e-01
2.849624060150375726e+01 -2.124981061862398768e-01
2.857142857142856940e+01 -2.114768399769978158e-01
2.864661654135338154e+01 -2.104585625897502366e-01
2.872180451127819367e+01 -2.094432596330874086e-01
2.879699248120300581e+01 -2.084309167576376964e-01
2.887218045112781795e+01 -2.074215196558641949e-01
2.894736842105263008e+01 -2.064150540618631680e-01
2.902255639097744222e+01 -2.054115057511620712e-01
2.909774436090225436e+01 -2.044108605405185186e-01
2.917293233082706649e+01 -2.034131042877200812e-01
2.924812030075187863e+01 -2.024182228913841974e-01
2.932330827067669077e+01 -2.014262022907586658e-01
2.939849624060150290e+01 -2.004370284655236090e-01
2.947368421052631504e+01 -1.994506874355924941e-01
2.954887218045112718e+01 -1.984671652609152903e-01
2.962406015037593932e+01 -1.974864480412808210e-01
2.969924812030075145e+01 -1.965085219161207819e-01
2.977443609022556359e+01 -1.955333730643136203e-01
2.984962406015037573e+01 -1.945609877039892466e-01
2.992481203007518786e+01 -1.935913520923342179e-01
3.000000000000000000e+01 -1.926244525253976159e-01
